customer_id,customer_name,customer_email,customer_phone_hash,risk_tier,created_at
CUST_000026,Oviya Batra,user_26_aa1569@example.synth,PH_aa15692249af,STANDARD,2025-10-05T21:56:02
CUST_000027,Veer Jha,user_27_08cbd0@example.synth,PH_08cbd0e7d64a,STANDARD,2025-03-30T13:12:02
CUST_000028,Indrajit Ben,user_28_ce8c4f@example.synth,PH_ce8c4f8ec9fc,PREMIUM,2025-08-09T15:52:01
CUST_000029,Girik Babu,user_29_5db088@example.synth,PH_5db0889bc033,STANDARD,2025-12-30T06:38:58
CUST_000030,Jason Contractor,user_30_8fd79f@example.synth,PH_8fd79f5fbc55,STANDARD,2025-07-08T05:20:22
CUST_000031,Dipta Venkataraman,user_31_8b3ce4@example.synth,PH_8b3ce439343c,STANDARD,2025-12-15T01:02:50
CUST_000032,Zehaan Vohra,user_32_bbba71@example.synth,PH_bbba71920767,STANDARD,2025-03-19T03:16:48
CUST_000033,Bhanumati Ratti,user_33_5ace9c@example.synth,PH_5ace9c8da309,STANDARD,2025-06-13T20:46:14
CUST_000034,Manan Trivedi,user_34_a10563@example.synth,PH_a105634af6ba,STANDARD,2025-12-03T08:02:59
CUST_000035,Gautam Mane,user_35_5fe6b8@example.synth,PH_5fe6b838e89c,PREMIUM,2025-09-25T04:25:36
CUST_000036,Wahab Choudhary,user_36_56cd91@example.synth,PH_56cd91947ef3,STANDARD,2026-02-03T17:03:28
CUST_000037,Orinder Wable,user_37_a58a60@example.synth,PH_a58a60596c25,STANDARD,2025-05-06T10:18:04
CUST_000038,Mekhala Sen,user_38_527980@example.synth,PH_5279806a151f,LOW_ACTIVITY,2025-08-21T23:09:45
CUST_000039,Chandran Garg,user_39_00ccbc@example.synth,PH_00ccbcb7181e,STANDARD,2026-01-25T13:27:26
CUST_000040,Dev Deep,user_40_bf19a8@example.synth,PH_bf19a8527622,STANDARD,2026-02-20T21:24:39
CUST_000041,Vasana Joshi,user_41_7c688b@example.synth,PH_7c688b7f93c0,STANDARD,2025-03-15T12:48:54
CUST_000042,Imaran Balan,user_42_6a5253@example.synth,PH_6a5253d9d558,STANDARD,2025-03-13T01:13:14
CUST_000043,Rachana Som,user_43_624de5@example.synth,PH_624de5b4d2cd,PREMIUM,2025-08-01T01:25:45
CUST_000044,Harish Pant,user_44_5b334d@example.synth,PH_5b334d8c231e,PREMIUM,2025-07-30T18:11:54
CUST_000045,Anvi Dara,user_45_a761fb@example.synth,PH_a761fbe699be,STANDARD,2025-10-06T18:13:02
CUST_000046,Lopa Dua,user_46_77f8aa@example.synth,PH_77f8aa97986d,STANDARD,2025-09-01T12:36:11
CUST_000047,Madhav Suresh,user_47_e16bd0@example.synth,PH_e16bd046066a,STANDARD,2026-02-17T02:37:29
CUST_000048,Pushti Arya,user_48_d1ab68@example.synth,PH_d1ab68596007,STANDARD,2025-11-16T13:25:09
CUST_000049,Yutika Kata,user_49_990566@example.synth,PH_9905661f0629,LOW_ACTIVITY,2026-02-12T03:28:11
CUST_000050,Mitesh Kant,user_50_0dd73b@example.synth,PH_0dd73b63bfde,STANDARD,2025-07-03T21:31:09
CUST_000051,Pranav Thaker,user_51_fcd16b@example.synth,PH_fcd16b934e52,STANDARD,2025-08-15T17:48:17
CUST_000052,Chandani Sura,user_52_fb9a3e@example.synth,PH_fb9a3e6ada9e,PREMIUM,2025-04-29T00:40:57
CUST_000053,Mahika Baral,user_53_70bad5@example.synth,PH_70bad554215b,STANDARD,2025-05-23T16:29:08
CUST_000054,Yashasvi Seth,user_54_95ea40@example.synth,PH_95ea40d932cd,PREMIUM,2025-03-25T04:59:01
CUST_000055,Tanvi Chana,user_55_b4347f@example.synth,PH_b4347fce69b5,STANDARD,2025-03-25T02:45:54
CUST_000056,Gautam Chaudhari,user_56_6f8afe@example.synth,PH_6f8afe7eba5e,STANDARD,2025-03-11T09:10:39
CUST_000057,Ansh Thaman,user_57_eb2917@example.synth,PH_eb2917260977,STANDARD,2025-04-21T11:21:40
CUST_000058,Vasatika Warrior,user_58_358019@example.synth,PH_3580193790e7,PREMIUM,2025-10-02T22:57:49
CUST_000059,Ijaya Dhaliwal,user_59_b60f01@example.synth,PH_b60f0150e828,STANDARD,2025-06-28T20:35:58
CUST_000060,Ekta Manne,user_60_b6570a@example.synth,PH_b6570ac0fcfc,STANDARD,2025-04-15T20:08:34
CUST_000061,Finn Nagy,user_61_54c370@example.synth,PH_54c3700be3fd,PREMIUM,2025-10-13T18:03:25
CUST_000062,Yahvi Rajan,user_62_524fa0@example.synth,PH_524fa01f4510,STANDARD,2025-06-23T05:13:09
CUST_000063,Ishita Bawa,user_63_e8752e@example.synth,PH_e8752e863a51,PREMIUM,2025-12-08T06:01:32
CUST_000064,Ubika Datta,user_64_2a467b@example.synth,PH_2a467b58a9eb,PREMIUM,2025-10-01T13:09:15
CUST_000065,Dipta Dass,user_65_aa2eea@example.synth,PH_aa2eead29e31,LOW_ACTIVITY,2025-08-21T01:18:24
CUST_000066,Irya Chad,user_66_965bbc@example.synth,PH_965bbcbb5616,STANDARD,2025-11-25T22:35:16
CUST_000067,Ikshita Menon,user_67_695f07@example.synth,PH_695f07062b55,STANDARD,2025-04-09T05:48:01
CUST_000068,Jacob Grover,user_68_314d66@example.synth,PH_314d664000b5,STANDARD,2025-06-04T06:34:50
CUST_000069,Oeshi Dash,user_69_ca1768@example.synth,PH_ca17686732d3,STANDARD,2026-02-10T02:13:52
CUST_000070,Devika Bandi,user_70_9a9535@example.synth,PH_9a953528df0f,STANDARD,2025-09-25T21:42:29
CUST_000071,Ria Lanka,user_71_acea78@example.synth,PH_acea787337e8,STANDARD,2026-01-25T02:28:43
CUST_000072,Lipika Sharaf,user_72_e35095@example.synth,PH_e35095462582,PREMIUM,2025-08-26T08:31:26
CUST_000073,Nachiket Kakar,user_73_7d2a56@example.synth,PH_7d2a56257cd0,STANDARD,2025-03-24T01:40:48
CUST_000074,Raksha Iyengar,user_74_fc2796@example.synth,PH_fc279681879a,STANDARD,2025-12-14T07:54:43
CUST_000075,Umang Rattan,user_75_5c7af8@example.synth,PH_5c7af833f2a1,PREMIUM,2025-04-24T23:05:27
CUST_000076,Veda Sandhu,user_76_4563eb@example.synth,PH_4563eb74eb38,STANDARD,2026-02-19T23:26:29
CUST_000077,Aarav Parmer,user_77_0ab7b7@example.synth,PH_0ab7b753c975,STANDARD,2025-09-07T22:33:41
CUST_000078,Irya Gara,user_78_c0d5fe@example.synth,PH_c0d5fe5e7be9,STANDARD,2025-03-08T22:31:57
CUST_000079,Rachit Sarkar,user_79_dabb8c@example.synth,PH_dabb8cb212b8,LOW_ACTIVITY,2025-10-02T11:48:11
CUST_000080,Shaurya Ganguly,user_80_905b6e@example.synth,PH_905b6efdec7e,PREMIUM,2025-03-16T15:44:36
CUST_000081,Banjeet Bose,user_81_5bdce4@example.synth,PH_5bdce4917f35,STANDARD,2025-06-05T16:02:03
CUST_000082,Ijaya Dyal,user_82_3fa46c@example.synth,PH_3fa46ce82a81,STANDARD,2026-02-12T01:29:35
CUST_000083,Mugdha Sha,user_83_61dd07@example.synth,PH_61dd07c157da,STANDARD,2025-09-05T06:45:03
CUST_000084,Praneel Kota,user_84_560509@example.synth,PH_560509d4b5b5,STANDARD,2025-04-13T00:32:09
CUST_000085,Zilmil Pal,user_85_bace13@example.synth,PH_bace13ee73c2,STANDARD,2025-07-15T18:28:17
CUST_000086,Damini Parmar,user_86_06cbcf@example.synth,PH_06cbcf3dc6c9,STANDARD,2025-10-10T08:18:50
CUST_000087,Yashodhara Bahl,user_87_4bc880@example.synth,PH_4bc88008856b,STANDARD,2025-11-02T05:24:51
CUST_000088,Gauri Mutti,user_88_6e1b96@example.synth,PH_6e1b96c3bdb6,STANDARD,2025-08-02T22:54:42
CUST_000089,Osha Cheema,user_89_1b4c16@example.synth,PH_1b4c16c7eaa8,STANDARD,2025-06-18T00:06:07
CUST_000090,Siddharth Agate,user_90_4aae52@example.synth,PH_4aae5258c6e6,STANDARD,2025-09-10T15:08:19
CUST_000091,Girindra Deshpande,user_91_b80562@example.synth,PH_b80562526e49,STANDARD,2025-10-31T19:35:20
CUST_000092,Viraj Dar,user_92_cbdb5a@example.synth,PH_cbdb5a87437f,STANDARD,2025-08-18T12:00:25
CUST_000093,Frederick Dani,user_93_813bc1@example.synth,PH_813bc125071b,PREMIUM,2025-08-09T08:33:48
CUST_000094,Karan Bhatti,user_94_4a93bd@example.synth,PH_4a93bd83883f,PREMIUM,2025-06-03T00:37:29
CUST_000095,Zaid Kara,user_95_ddd664@example.synth,PH_ddd664ced16e,STANDARD,2025-12-19T16:09:56
CUST_000096,Alexander Shah,user_96_a61040@example.synth,PH_a610409dd51b,LOW_ACTIVITY,2025-07-29T06:23:04
CUST_000097,Widisha Tripathi,user_97_ebebd9@example.synth,PH_ebebd90cad5f,STANDARD,2025-12-22T00:24:04
CUST_000098,Noah Dugar,user_98_acd973@example.synth,PH_acd973a71b94,PREMIUM,2025-06-29T02:04:14
CUST_000099,Mitesh Dubey,user_99_08ab11@example.synth,PH_08ab11f62823,STANDARD,2025-10-28T08:24:30
CUST_000100,Om Patel,user_100_d8ee89@example.synth,PH_d8ee89145e10,PREMIUM,2025-09-10T13:55:46
CUST_000101,Pratyush Lall,user_101_8b2ac6@example.synth,PH_8b2ac6fb57af,STANDARD,2025-11-21T23:33:01
CUST_000102,Ranbir Patel,user_102_693996@example.synth,PH_69399650c158,PREMIUM,2025-03-20T12:23:19
CUST_000103,Frado Tailor,user_103_de775e@example.synth,PH_de775e31f761,STANDARD,2025-11-11T20:50:02
CUST_000104,Balvan Pai,user_104_8758e6@example.synth,PH_8758e6658b5e,STANDARD,2025-12-30T15:19:28
CUST_000105,Waida Sarma,user_105_286ed4@example.synth,PH_286ed4f5f50b,STANDARD,2025-08-29T17:28:58
CUST_000106,Falak Mohanty,user_106_034e4c@example.synth,PH_034e4cdb5a68,STANDARD,2025-04-09T00:59:51
CUST_000107,Omkaar Choudhry,user_107_ec8713@example.synth,PH_ec8713e1f620,STANDARD,2026-01-05T22:34:27
CUST_000108,Noah Venkataraman,user_108_b2f542@example.synth,PH_b2f5422f4d94,PREMIUM,2025-09-16T22:31:50
CUST_000109,Unnati Varty,user_109_42b55e@example.synth,PH_42b55ece4417,STANDARD,2025-10-10T18:07:01
CUST_000110,Hemangini Rout,user_110_efcf10@example.synth,PH_efcf10ab90e0,STANDARD,2025-10-30T04:15:06
CUST_000111,Chatura Bera,user_111_2a558c@example.synth,PH_2a558ca23f39,STANDARD,2025-12-01T23:57:14
CUST_000112,Kevin Dar,user_112_a14185@example.synth,PH_a141859e5645,STANDARD,2026-02-07T07:13:55
CUST_000113,Anvi Jha,user_113_9458c7@example.synth,PH_9458c729ffca,STANDARD,2025-10-13T03:37:43
CUST_000114,Unnati Baral,user_114_205da0@example.synth,PH_205da065e7e5,STANDARD,2025-06-23T12:06:00
CUST_000115,Rachit Tara,user_115_d625d8@example.synth,PH_d625d83ee146,STANDARD,2025-10-27T15:11:04
CUST_000116,Oliver Sehgal,user_116_781471@example.synth,PH_781471e386ea,STANDARD,2025-04-05T13:01:51
CUST_000117,Sara Tata,user_117_f909d3@example.synth,PH_f909d3292897,STANDARD,2025-09-16T08:44:12
CUST_000118,Orinder Bhalla,user_118_d51b1b@example.synth,PH_d51b1b1a4b0d,STANDARD,2025-08-24T23:16:00
CUST_000119,Ati Bhandari,user_119_4ae9f9@example.synth,PH_4ae9f974abd6,STANDARD,2025-11-18T17:00:55
CUST_000120,Owen Saini,user_120_8db1a8@example.synth,PH_8db1a82d17c5,STANDARD,2025-10-31T10:02:16
CUST_000121,Falak Bal,user_121_fe194c@example.synth,PH_fe194cddd8b7,STANDARD,2025-07-06T09:29:20
CUST_000122,Adya Doshi,user_122_4c7b44@example.synth,PH_4c7b44239cfb,LOW_ACTIVITY,2025-03-22T08:00:11
CUST_000123,Jack Kata,user_123_4741d2@example.synth,PH_4741d2b474a6,STANDARD,2025-10-24T23:08:40
CUST_000124,Harrison Aggarwal,user_124_9e454a@example.synth,PH_9e454af340c6,STANDARD,2025-08-01T20:51:52
CUST_000125,Gauri Goyal,user_125_395223@example.synth,PH_39522357efd9,STANDARD,2025-11-15T17:23:32
CUST_000126,Chatura Kothari,user_126_e0c21f@example.synth,PH_e0c21fc53956,LOW_ACTIVITY,2025-12-25T10:16:01
CUST_000127,Gavin Mutti,user_127_3e4326@example.synth,PH_3e4326daaaaf,STANDARD,2025-05-16T18:38:18
CUST_000128,Jai Nagy,user_128_9b7e80@example.synth,PH_9b7e805d36c9,STANDARD,2025-08-12T19:45:56
CUST_000129,Yahvi Sachdeva,user_129_13b512@example.synth,PH_13b5123714f9,PREMIUM,2025-04-05T18:50:33
CUST_000130,Guneet Natarajan,user_130_35c6ac@example.synth,PH_35c6ac2772f2,STANDARD,2026-01-18T11:07:31
CUST_000131,Manbir Radhakrishnan,user_131_640a7a@example.synth,PH_640a7ab15c72,LOW_ACTIVITY,2025-03-18T05:39:55
CUST_000132,Umang Dhawan,user_132_346e07@example.synth,PH_346e0754af04,STANDARD,2025-10-13T19:55:37
CUST_000133,Urvashi Sahni,user_133_06c2ad@example.synth,PH_06c2ad7d6b79,STANDARD,2025-11-16T23:03:26
CUST_000134,Anjali Anne,user_134_bda4ff@example.synth,PH_bda4ff35c93b,STANDARD,2025-06-05T07:18:38
CUST_000135,Vaishnavi Biswas,user_135_f48355@example.synth,PH_f48355d25ced,STANDARD,2026-01-31T07:45:59
CUST_000136,Kevin Saxena,user_136_41229d@example.synth,PH_41229de72e94,STANDARD,2025-05-04T09:07:16
CUST_000137,Azaan Oza,user_137_40dfca@example.synth,PH_40dfcab9657f,STANDARD,2025-05-25T22:12:30
CUST_000138,Kabir Brahmbhatt,user_138_38dd53@example.synth,PH_38dd531232f4,STANDARD,2025-08-22T01:20:36
CUST_000139,Xiti Kala,user_139_63d274@example.synth,PH_63d274ae53f0,STANDARD,2026-02-18T17:00:00
CUST_000140,Dhriti Sankaran,user_140_c5a8b4@example.synth,PH_c5a8b4c1f89e,STANDARD,2025-08-17T04:15:02
CUST_000141,Upadhriti Raval,user_141_f61fef@example.synth,PH_f61fef09f87a,STANDARD,2025-11-18T08:03:50
CUST_000142,Abhiram Vala,user_142_f4f305@example.synth,PH_f4f305b32361,STANDARD,2025-03-05T12:50:11
CUST_000143,Yashvi Raval,user_143_ca4fda@example.synth,PH_ca4fdad768e7,STANDARD,2025-04-06T08:33:19
CUST_000144,Amol Kumar,user_144_8bfa8c@example.synth,PH_8bfa8c858464,STANDARD,2025-05-09T23:07:57
CUST_000145,Nathan Sodhi,user_145_166a6b@example.synth,PH_166a6b0acc60,STANDARD,2025-05-16T18:30:18
CUST_000146,Kashvi Pillai,user_146_f83ed3@example.synth,PH_f83ed3bd5d9d,STANDARD,2025-08-21T20:09:05
CUST_000147,Rachana Swamy,user_147_4280ad@example.synth,PH_4280ad2cef1b,PREMIUM,2025-05-09T09:52:35
CUST_000148,Ridhi Vasa,user_148_6e60e6@example.synth,PH_6e60e6af5ca6,STANDARD,2025-12-28T13:59:48
CUST_000149,Omkaar Nazareth,user_149_9aaa5c@example.synth,PH_9aaa5c2dae6e,STANDARD,2025-04-18T23:48:11
CUST_000150,Wakeeta Raj,user_150_532341@example.synth,PH_532341c875cf,STANDARD,2025-07-18T02:48:47
CUST_000151,Finn Chada,user_151_589772@example.synth,PH_58977251e9a1,STANDARD,2026-01-05T03:01:50
CUST_000152,Raagini Sachdev,user_152_19a552@example.synth,PH_19a552ceb7f9,STANDARD,2025-08-07T04:58:30
CUST_000153,Jatin Pathak,user_153_22e755@example.synth,PH_22e7554254b6,LOW_ACTIVITY,2025-11-27T07:27:29
CUST_000154,Hardik Dutt,user_154_593403@example.synth,PH_593403bd60d6,STANDARD,2026-02-16T17:10:44
CUST_000155,Qasim Sarkar,user_155_568028@example.synth,PH_568028e34b43,STANDARD,2025-11-20T02:39:20
CUST_000156,Unni Loke,user_156_34cfd7@example.synth,PH_34cfd7a12520,STANDARD,2025-11-03T04:40:53
CUST_000157,Girik Prasad,user_157_04d73e@example.synth,PH_04d73e94948a,STANDARD,2025-07-17T09:13:39
CUST_000158,Ayushman Sahota,user_158_f8c651@example.synth,PH_f8c6519e748e,STANDARD,2025-11-25T11:54:05
CUST_000159,Nathaniel Sami,user_159_4d5b46@example.synth,PH_4d5b469a465e,STANDARD,2025-07-22T01:44:04
CUST_000160,Charita Chandran,user_160_c3d2dd@example.synth,PH_c3d2ddfbe7b9,STANDARD,2025-09-27T21:52:23
CUST_000161,Isha Baral,user_161_9f2781@example.synth,PH_9f2781aaba41,STANDARD,2025-09-27T18:18:59
CUST_000162,Nilima Modi,user_162_3803d6@example.synth,PH_3803d6682456,STANDARD,2025-07-27T04:56:23
CUST_000163,Ishaan Thakkar,user_163_7cbe18@example.synth,PH_7cbe1856706a,LOW_ACTIVITY,2025-11-30T02:33:23
CUST_000164,Alka Bhargava,user_164_ab8be2@example.synth,PH_ab8be21a786c,STANDARD,2025-08-15T05:40:28
CUST_000165,Raghav Varkey,user_165_98900b@example.synth,PH_98900b4b5d87,STANDARD,2025-08-29T21:02:56
CUST_000166,Devansh Kapadia,user_166_57d6ca@example.synth,PH_57d6ca724f09,STANDARD,2025-03-05T22:32:35
CUST_000167,Kala Oak,user_167_bb9b1e@example.synth,PH_bb9b1e6b6b51,STANDARD,2025-04-10T11:46:34
CUST_000168,Neha De,user_168_797e20@example.synth,PH_797e200e3903,STANDARD,2025-10-09T14:31:23
CUST_000169,Jacob Basak,user_169_2d91e3@example.synth,PH_2d91e35ab3a2,STANDARD,2025-06-03T11:59:55
CUST_000170,Ekanta Dass,user_170_0e9f18@example.synth,PH_0e9f1823acc6,STANDARD,2026-02-18T22:53:02
CUST_000171,Jalsa Barman,user_171_09c402@example.synth,PH_09c4021ac637,STANDARD,2025-09-23T19:51:26
CUST_000172,Zarna Pradhan,user_172_f3038f@example.synth,PH_f3038f000512,STANDARD,2026-02-15T09:33:38
CUST_000173,Jai Sawhney,user_173_6597b9@example.synth,PH_6597b9f8f896,STANDARD,2025-04-07T04:25:33
CUST_000174,Hitesh Srinivasan,user_174_cc1e92@example.synth,PH_cc1e92428f83,STANDARD,2025-10-29T12:12:14
CUST_000175,Onkar Saraf,user_175_dae191@example.synth,PH_dae191226bc5,STANDARD,2025-03-30T10:48:45
CUST_000176,Yagnesh Som,user_176_a8e863@example.synth,PH_a8e863ec4220,STANDARD,2025-05-31T15:08:11
CUST_000177,Yatin Jani,user_177_094892@example.synth,PH_094892cc6d22,STANDARD,2025-12-27T00:20:11
CUST_000178,Bina Khurana,user_178_9bd8d9@example.synth,PH_9bd8d91a77a1,STANDARD,2025-12-22T19:48:41
CUST_000179,Krish Warrior,user_179_7ed330@example.synth,PH_7ed330d10a04,LOW_ACTIVITY,2025-09-18T04:33:15
CUST_000180,Faras Nanda,user_180_ae6459@example.synth,PH_ae6459b358a1,STANDARD,2025-08-31T09:02:42
CUST_000181,Balhaar Jayaraman,user_181_fbbfa4@example.synth,PH_fbbfa471f13a,STANDARD,2025-05-04T19:43:55
CUST_000182,Arunima Sethi,user_182_6c36e8@example.synth,PH_6c36e8d63e14,STANDARD,2025-05-03T17:07:41
CUST_000183,Liam Subramanian,user_183_0d3a0c@example.synth,PH_0d3a0c54c68e,STANDARD,2026-01-19T12:01:06
CUST_000184,Gabriel Khurana,user_184_b06661@example.synth,PH_b0666189a30c,STANDARD,2025-07-23T05:31:02
CUST_000185,Turvi Sani,user_185_1e0127@example.synth,PH_1e0127049e94,STANDARD,2025-05-14T09:37:52
CUST_000186,Waida Edwin,user_186_0823d9@example.synth,PH_0823d9a2caff,STANDARD,2025-06-16T13:19:19
CUST_000187,Daksh Nayar,user_187_9eb280@example.synth,PH_9eb280951b41,PREMIUM,2025-07-23T02:10:03
CUST_000188,Mugdha Jha,user_188_2ee7f4@example.synth,PH_2ee7f4eff5fb,PREMIUM,2025-03-31T01:01:57
CUST_000189,Waida Rai,user_189_eb48be@example.synth,PH_eb48be390ea1,STANDARD,2025-09-12T11:38:25
CUST_000190,Pooja Shankar,user_190_029a60@example.synth,PH_029a600bd37d,STANDARD,2025-03-19T20:13:30
CUST_000191,Harish Ramakrishnan,user_191_439419@example.synth,PH_4394192b2417,PREMIUM,2025-07-17T04:30:53
CUST_000192,Pranit Bath,user_192_e3fbff@example.synth,PH_e3fbff8238a4,PREMIUM,2025-08-14T15:03:11
CUST_000193,Osha Chopra,user_193_4a3f25@example.synth,PH_4a3f25ec9015,LOW_ACTIVITY,2025-12-09T08:42:25
CUST_000194,Ronith Hora,user_194_81104c@example.synth,PH_81104c12310f,STANDARD,2025-09-12T05:25:57
CUST_000195,Janani Goel,user_195_93888b@example.synth,PH_93888bbc6f8c,STANDARD,2025-03-12T15:04:41
CUST_000196,Tarak Saran,user_196_d67521@example.synth,PH_d67521615050,STANDARD,2026-02-03T02:30:42
CUST_000197,Daksh Shan,user_197_4e96c9@example.synth,PH_4e96c94f6a6f,STANDARD,2025-10-22T08:25:33
CUST_000198,Isha Nadig,user_198_ccd960@example.synth,PH_ccd960c2c82f,STANDARD,2025-05-24T14:38:51
CUST_000199,Matthew Goyal,user_199_194213@example.synth,PH_1942137e272a,STANDARD,2025-05-09T22:11:22
CUST_000200,Sarthak Bora,user_200_c9ac4e@example.synth,PH_c9ac4e4314dc,STANDARD,2026-02-22T06:27:45
