customer_id,customer_name,customer_email,customer_phone_hash,risk_tier,created_at
CUST_000034,Kashish Gulati,user_34_a063e1@example.synth,PH_a063e1ac2468,LOW_ACTIVITY,2025-08-13T14:45:45
CUST_000035,Jonathan Tank,user_35_b60c54@example.synth,PH_b60c54bc5df8,PREMIUM,2025-09-22T16:49:14
CUST_000036,Chaaya Tella,user_36_90d0f8@example.synth,PH_90d0f80d7802,LOW_ACTIVITY,2025-05-14T16:21:07
CUST_000037,Yauvani Balan,user_37_7e30d9@example.synth,PH_7e30d933038a,LOW_ACTIVITY,2025-11-22T04:38:23
CUST_000038,Farhan Pillai,user_38_84fdd0@example.synth,PH_84fdd07b6622,STANDARD,2025-08-11T17:10:55
CUST_000039,Faras Yadav,user_39_9c89cb@example.synth,PH_9c89cbfca752,STANDARD,2025-03-24T23:48:02
CUST_000040,Varenya Vasa,user_40_a58ac6@example.synth,PH_a58ac644216a,STANDARD,2025-07-11T02:57:20
CUST_000041,Vivaan Om,user_41_df0598@example.synth,PH_df0598832fd5,STANDARD,2025-10-11T07:55:53
CUST_000042,Anay Dua,user_42_ea4650@example.synth,PH_ea46501fadf3,PREMIUM,2025-08-03T07:45:39
CUST_000043,Bachittar Oommen,user_43_0117b1@example.synth,PH_0117b11984a5,PREMIUM,2025-12-06T01:06:02
CUST_000044,Dhriti Singh,user_44_2b22ff@example.synth,PH_2b22ffcb5976,STANDARD,2025-03-06T02:59:41
CUST_000045,Vrinda Chaudhari,user_45_ce44a5@example.synth,PH_ce44a51f53a4,STANDARD,2025-01-23T23:18:02
CUST_000046,Bhavini Zacharia,user_46_e901c2@example.synth,PH_e901c286f4ed,PREMIUM,2025-06-08T21:09:06
CUST_000047,Osha Wadhwa,user_47_0b3cc7@example.synth,PH_0b3cc7f39e67,STANDARD,2025-12-02T01:49:37
CUST_000048,Arin Palla,user_48_a51991@example.synth,PH_a519913405a2,STANDARD,2025-03-29T16:09:24
CUST_000049,Harini Walia,user_49_b84eea@example.synth,PH_b84eea18da95,LOW_ACTIVITY,2025-01-21T13:09:57
CUST_000050,Sai Grewal,user_50_04c94b@example.synth,PH_04c94bdda39a,STANDARD,2025-08-30T19:37:09
CUST_000051,Reva Rajan,user_51_42c970@example.synth,PH_42c97081ef67,STANDARD,2025-03-14T17:32:35
CUST_000052,Adweta Sami,user_52_68a6f3@example.synth,PH_68a6f3dfbe2d,STANDARD,2025-01-13T06:24:50
CUST_000053,Isaiah Wali,user_53_bca1ca@example.synth,PH_bca1cab8110c,STANDARD,2025-05-12T15:10:25
CUST_000054,Garima Shukla,user_54_762a7b@example.synth,PH_762a7b4d21f0,PREMIUM,2025-08-07T20:10:51
CUST_000055,Logan Shetty,user_55_e830d7@example.synth,PH_e830d736b477,PREMIUM,2025-11-16T04:53:05
CUST_000056,Anusha Brahmbhatt,user_56_158be8@example.synth,PH_158be8c41bc8,STANDARD,2025-02-06T18:20:26
CUST_000057,Aarav Acharya,user_57_49fa65@example.synth,PH_49fa65101a77,STANDARD,2025-03-02T18:12:25
CUST_000058,Yamini Kapur,user_58_77b6c6@example.synth,PH_77b6c6f822e9,STANDARD,2025-02-08T20:44:31
CUST_000059,Triveni Goyal,user_59_c927ed@example.synth,PH_c927ed21500c,STANDARD,2025-05-20T12:33:16
CUST_000060,Isaiah Sawhney,user_60_9a285b@example.synth,PH_9a285b8a912d,STANDARD,2025-07-05T13:29:57
CUST_000061,Madhav Venkataraman,user_61_b859ed@example.synth,PH_b859ed98f1ba,STANDARD,2025-06-04T18:13:24
CUST_000062,Vivaan Gupta,user_62_460109@example.synth,PH_460109b2a676,STANDARD,2025-01-24T23:13:38
CUST_000063,Aarna Sehgal,user_63_164e6b@example.synth,PH_164e6b5eab9e,STANDARD,2025-07-12T16:22:52
CUST_000064,Meera Chandra,user_64_1c66ce@example.synth,PH_1c66ce40ba36,STANDARD,2025-08-27T08:31:43
CUST_000065,Forum Rau,user_65_6a3632@example.synth,PH_6a36329da9a8,STANDARD,2025-02-09T11:37:38
CUST_000066,Rushil Chaudry,user_66_a96c2f@example.synth,PH_a96c2f99a8d9,STANDARD,2025-07-23T12:40:55
CUST_000067,Yoshita Prasad,user_67_6ee8fe@example.synth,PH_6ee8fea617bb,STANDARD,2025-03-15T09:26:36
CUST_000068,Wriddhish Buch,user_68_4c4ade@example.synth,PH_4c4ade1ada32,PREMIUM,2025-11-24T16:03:45
CUST_000069,Owen Muni,user_69_b53106@example.synth,PH_b5310650427b,STANDARD,2025-10-28T08:02:49
CUST_000070,Charita Bawa,user_70_1dcc7a@example.synth,PH_1dcc7af35137,STANDARD,2025-09-14T12:31:38
CUST_000071,Orinder Rastogi,user_71_6209b8@example.synth,PH_6209b81324ae,PREMIUM,2025-09-28T14:22:07
CUST_000072,Hredhaan Singhal,user_72_c97fbe@example.synth,PH_c97fbeaa0d2e,STANDARD,2025-07-14T13:09:09
CUST_000073,Balveer Sheth,user_73_3dbdcc@example.synth,PH_3dbdcc9b0df8,STANDARD,2025-07-18T23:45:00
CUST_000074,Eta Aggarwal,user_74_6de80d@example.synth,PH_6de80ddcc689,STANDARD,2025-12-08T17:49:53
CUST_000075,Dayita Kar,user_75_af64f7@example.synth,PH_af64f75bf565,STANDARD,2025-04-12T15:55:41
CUST_000076,Ekiya Bhardwaj,user_76_df283c@example.synth,PH_df283cded6ed,STANDARD,2025-05-23T21:02:03
CUST_000077,Sachi Radhakrishnan,user_77_e75abf@example.synth,PH_e75abf33a4b5,STANDARD,2025-01-31T00:40:19
CUST_000078,Ekbal Ghose,user_78_b8ef0c@example.synth,PH_b8ef0c650fc0,STANDARD,2025-12-11T03:34:56
CUST_000079,Ekbal Dutta,user_79_53a7dd@example.synth,PH_53a7dd9281d9,STANDARD,2025-10-09T21:13:11
CUST_000080,Gavin Datta,user_80_b88119@example.synth,PH_b8811996da74,STANDARD,2025-12-19T05:21:17
CUST_000081,Hamsini Uppal,user_81_9df8ed@example.synth,PH_9df8ed4d6f0c,STANDARD,2025-09-29T04:07:02
CUST_000082,Yashica Bhargava,user_82_283dfc@example.synth,PH_283dfcaadcbf,STANDARD,2025-01-07T13:04:32
CUST_000083,Nisha Vig,user_83_5e57c6@example.synth,PH_5e57c6ad9dc9,STANDARD,2025-10-20T08:26:46
CUST_000084,Urvashi Kapur,user_84_832d4e@example.synth,PH_832d4efa8220,STANDARD,2025-05-13T21:24:26
CUST_000085,Aachal Brar,user_85_56ca62@example.synth,PH_56ca6254ecb2,STANDARD,2025-05-02T11:24:33
CUST_000086,Advika Edwin,user_86_4e9e25@example.synth,PH_4e9e257daaf4,STANDARD,2025-07-02T07:40:19
CUST_000087,Omaja Bhatnagar,user_87_38d69f@example.synth,PH_38d69ff6b15c,STANDARD,2025-07-09T19:40:02
CUST_000088,Samar Dhawan,user_88_007f72@example.synth,PH_007f7258e8c2,STANDARD,2025-12-20T01:15:14
CUST_000089,Gopal Tiwari,user_89_fb4cff@example.synth,PH_fb4cff0f8e55,PREMIUM,2025-07-29T08:54:51
CUST_000090,Joshua Rege,user_90_720916@example.synth,PH_7209167df562,STANDARD,2025-06-13T10:29:14
CUST_000091,Guneet Guha,user_91_e170f0@example.synth,PH_e170f008410a,STANDARD,2025-05-28T20:49:40
CUST_000092,Isaiah Gade,user_92_05eb2c@example.synth,PH_05eb2c980c37,STANDARD,2025-09-15T17:50:33
CUST_000093,Zilmil Saxena,user_93_1a1e93@example.synth,PH_1a1e93f7df1b,STANDARD,2025-01-05T02:34:52
CUST_000094,Chameli Ramachandran,user_94_fa5615@example.synth,PH_fa5615769151,STANDARD,2025-02-23T09:49:47
CUST_000095,Radhika Ahluwalia,user_95_985d95@example.synth,PH_985d953cc124,PREMIUM,2025-09-23T03:19:32
CUST_000096,Aradhana Sankaran,user_96_63e973@example.synth,PH_63e973f0721d,STANDARD,2025-03-14T08:40:00
CUST_000097,Faraj Buch,user_97_273969@example.synth,PH_2739696811bc,STANDARD,2025-06-20T12:29:01
CUST_000098,Jason Kala,user_98_463fad@example.synth,PH_463fadcde485,STANDARD,2025-11-24T23:03:51
CUST_000099,Sachi Sandal,user_99_ba980f@example.synth,PH_ba980f12c8aa,PREMIUM,2025-06-25T23:07:24
CUST_000100,Samesh Sachdev,user_100_59cf56@example.synth,PH_59cf562d2e04,STANDARD,2025-02-13T21:27:24
CUST_000101,Jagvi Goswami,user_101_dbe3ed@example.synth,PH_dbe3edfc2eed,STANDARD,2025-05-09T20:04:45
CUST_000102,Oviya Nagar,user_102_75d16d@example.synth,PH_75d16dc74d16,STANDARD,2025-04-01T08:12:30
CUST_000103,Vihaan Bera,user_103_bfb77b@example.synth,PH_bfb77b940db8,STANDARD,2025-09-29T18:29:16
CUST_000104,Max Walia,user_104_d53cee@example.synth,PH_d53ceec91e30,STANDARD,2025-06-10T01:18:59
CUST_000105,Ati Subramaniam,user_105_2879fd@example.synth,PH_2879fdebb73c,STANDARD,2025-11-19T15:22:46
CUST_000106,Riya Chacko,user_106_8f8ba4@example.synth,PH_8f8ba4ea7d9d,LOW_ACTIVITY,2025-01-01T16:06:28
CUST_000107,Deepa Mall,user_107_e4677d@example.synth,PH_e4677d7e9198,PREMIUM,2025-02-05T19:21:51
CUST_000108,Pratyush Mohanty,user_108_22cccd@example.synth,PH_22cccd4d48eb,STANDARD,2025-11-20T14:50:08
CUST_000109,Gabriel Kalla,user_109_365853@example.synth,PH_36585319dc2e,PREMIUM,2025-01-23T13:42:56
CUST_000110,Chakradhar Chopra,user_110_62d57f@example.synth,PH_62d57ff94997,PREMIUM,2025-06-28T22:43:10
CUST_000111,Rushil Sachdev,user_111_12b5ff@example.synth,PH_12b5ff3c2012,PREMIUM,2025-11-26T19:05:31
CUST_000112,Luke Borah,user_112_2c1dcb@example.synth,PH_2c1dcb125ce1,STANDARD,2025-10-30T01:55:55
CUST_000113,Ekani Dube,user_113_874970@example.synth,PH_8749707f3c95,STANDARD,2025-02-13T22:16:34
CUST_000114,Priya Chaudhary,user_114_b52240@example.synth,PH_b52240826a98,STANDARD,2025-12-10T17:42:59
CUST_000115,Urvi Chakraborty,user_115_1634b1@example.synth,PH_1634b17ad3b5,PREMIUM,2025-07-21T16:46:52
CUST_000116,Pallavi Kale,user_116_0e779f@example.synth,PH_0e779f9d60c8,STANDARD,2025-09-11T02:59:10
CUST_000117,Harinakshi Pingle,user_117_092dd6@example.synth,PH_092dd62d57a6,STANDARD,2025-10-08T21:26:32
CUST_000118,Samesh Lalla,user_118_b46eaa@example.synth,PH_b46eaa88c23d,STANDARD,2025-09-22T08:12:49
CUST_000119,Lekha Master,user_119_c64fe6@example.synth,PH_c64fe6423659,STANDARD,2025-10-20T13:40:02
CUST_000120,Shivani Pant,user_120_15b54a@example.synth,PH_15b54ade4b2d,PREMIUM,2025-09-27T05:25:17
CUST_000121,Ranbir Narang,user_121_4ee3f6@example.synth,PH_4ee3f666bfc9,STANDARD,2025-12-08T07:37:46
CUST_000122,Umang Lal,user_122_ea19a5@example.synth,PH_ea19a5a2ebfc,STANDARD,2025-09-01T10:58:13
CUST_000123,Ishani Mand,user_123_7af2b2@example.synth,PH_7af2b23ec05b,STANDARD,2025-10-16T11:19:39
CUST_000124,Mahika Chokshi,user_124_3861b2@example.synth,PH_3861b2818c30,STANDARD,2025-10-30T20:47:46
CUST_000125,Hema Balay,user_125_778846@example.synth,PH_778846728919,STANDARD,2025-06-06T14:58:15
CUST_000126,Upma Nayak,user_126_7aec52@example.synth,PH_7aec527b2fe2,STANDARD,2025-04-04T07:15:21
CUST_000127,Nikita Gole,user_127_80c62b@example.synth,PH_80c62b085f76,STANDARD,2025-12-03T00:01:35
CUST_000128,Saumya Balay,user_128_077162@example.synth,PH_077162e801b3,STANDARD,2025-08-04T09:33:27
CUST_000129,Udant Chawla,user_129_1cd195@example.synth,PH_1cd195839ce7,LOW_ACTIVITY,2025-08-03T21:10:39
CUST_000130,Tanmayi Panchal,user_130_8f924f@example.synth,PH_8f924fcea718,STANDARD,2025-02-01T03:32:11
CUST_000131,Sai Pradhan,user_131_8b6d9f@example.synth,PH_8b6d9f240d5c,PREMIUM,2025-08-15T04:17:34
CUST_000132,Hiral Yadav,user_132_1c5b0d@example.synth,PH_1c5b0dafe391,STANDARD,2025-09-19T10:04:52
CUST_000133,Veer Bhalla,user_133_32e8dc@example.synth,PH_32e8dc0f4d20,STANDARD,2025-05-02T04:30:46
CUST_000134,Yagnesh Iyengar,user_134_34953e@example.synth,PH_34953eedc788,STANDARD,2025-01-20T01:51:07
CUST_000135,Praneel Ranganathan,user_135_0509f5@example.synth,PH_0509f55202f7,STANDARD,2025-12-10T05:28:08
CUST_000136,Ekansh Sarraf,user_136_64572a@example.synth,PH_64572aaafd1e,STANDARD,2025-02-11T08:35:47
CUST_000137,Ishaan Comar,user_137_2e1cf8@example.synth,PH_2e1cf8483fe8,STANDARD,2025-09-07T14:40:15
CUST_000138,Yahvi Kamdar,user_138_9425f4@example.synth,PH_9425f4bcd8a0,STANDARD,2025-06-29T21:31:04
CUST_000139,Nidra Trivedi,user_139_455dc7@example.synth,PH_455dc7f205d6,STANDARD,2025-01-02T11:25:08
CUST_000140,Christopher Korpal,user_140_3f2eb3@example.synth,PH_3f2eb3d1f1e9,LOW_ACTIVITY,2025-03-29T10:43:38
CUST_000141,Joshua Sachdev,user_141_328e78@example.synth,PH_328e78a38402,LOW_ACTIVITY,2025-09-01T11:43:36
CUST_000142,Fitan Soni,user_142_ef678e@example.synth,PH_ef678e78f952,PREMIUM,2025-08-18T15:46:50
CUST_000143,Siddharth Sarna,user_143_431f98@example.synth,PH_431f98b885ec,STANDARD,2025-01-23T11:51:33
CUST_000144,Dalaja Buch,user_144_9763af@example.synth,PH_9763af9c5974,STANDARD,2025-11-04T18:18:40
CUST_000145,Eta Pingle,user_145_3cd401@example.synth,PH_3cd401418f7c,STANDARD,2025-11-27T02:42:58
CUST_000146,Tanmayi Murthy,user_146_85ba30@example.synth,PH_85ba30b7040b,STANDARD,2025-03-04T01:42:24
CUST_000147,Yachana Kohli,user_147_251783@example.synth,PH_2517838b1753,STANDARD,2025-01-29T00:45:16
CUST_000148,Brinda Rai,user_148_a8f6ef@example.synth,PH_a8f6efb7fd2d,PREMIUM,2025-03-09T09:58:14
CUST_000149,Madhavi Chana,user_149_8c9c15@example.synth,PH_8c9c1589beb4,LOW_ACTIVITY,2025-05-12T18:35:55
CUST_000150,Faqid Zachariah,user_150_e3bcc5@example.synth,PH_e3bcc5976567,STANDARD,2025-03-03T19:42:20
CUST_000151,Frado Reddy,user_151_b35925@example.synth,PH_b35925aa7bb0,STANDARD,2025-02-05T13:49:44
CUST_000152,Chandresh Kunda,user_152_820822@example.synth,PH_82082259bea8,PREMIUM,2025-04-16T22:18:22
CUST_000153,Anmol Nigam,user_153_d8a669@example.synth,PH_d8a669546d06,STANDARD,2025-07-18T00:06:08
CUST_000154,Oliver Mohanty,user_154_d89c14@example.synth,PH_d89c14df16e7,STANDARD,2025-11-01T16:29:45
CUST_000155,Pahal Kibe,user_155_72f80e@example.synth,PH_72f80ef65259,STANDARD,2025-01-23T20:25:51
CUST_000156,Charvi Dhingra,user_156_12baea@example.synth,PH_12baeabbed7f,PREMIUM,2025-07-22T18:24:54
CUST_000157,Warda Chawla,user_157_97e616@example.synth,PH_97e616792823,STANDARD,2025-07-03T19:30:08
CUST_000158,Chanakya Deo,user_158_dd73af@example.synth,PH_dd73afb84eaa,STANDARD,2025-06-21T23:38:05
CUST_000159,Nirja Varma,user_159_d75b9f@example.synth,PH_d75b9f37321f,STANDARD,2025-11-30T15:45:02
CUST_000160,Isaiah Gopal,user_160_418fab@example.synth,PH_418fab5d51a6,STANDARD,2025-11-19T07:07:51
CUST_000161,Osha Dash,user_161_c8afbf@example.synth,PH_c8afbf320705,LOW_ACTIVITY,2025-10-24T06:24:35
CUST_000162,Abha Dewan,user_162_5e44e5@example.synth,PH_5e44e5bf7500,PREMIUM,2025-09-03T02:59:48
CUST_000163,Brinda Agrawal,user_163_c1b6a8@example.synth,PH_c1b6a896a39c,STANDARD,2025-06-11T20:17:51
CUST_000164,Advik Bhagat,user_164_89150c@example.synth,PH_89150cb24c1a,STANDARD,2025-06-17T01:23:36
CUST_000165,Ekiya Narain,user_165_b38004@example.synth,PH_b38004ec9d55,LOW_ACTIVITY,2025-03-08T15:27:29
CUST_000166,Januja Kaul,user_166_f3a1f7@example.synth,PH_f3a1f7eb9dab,STANDARD,2025-02-07T09:04:09
CUST_000167,Amrita Chaudhuri,user_167_72e622@example.synth,PH_72e6229d777b,STANDARD,2025-12-19T11:40:35
CUST_000168,Yatan Om,user_168_c2fa2c@example.synth,PH_c2fa2cc04fc7,PREMIUM,2025-09-06T22:24:05
CUST_000169,Timothy Khare,user_169_49086c@example.synth,PH_49086c190ca5,LOW_ACTIVITY,2025-06-08T20:33:37
CUST_000170,Yutika Parmer,user_170_92af73@example.synth,PH_92af73225bd1,STANDARD,2025-05-01T07:30:45
CUST_000171,Guneet Wagle,user_171_2fff63@example.synth,PH_2fff6314b0c8,STANDARD,2025-03-15T00:18:36
CUST_000172,Arin Shanker,user_172_25d607@example.synth,PH_25d607a6ce30,STANDARD,2025-02-13T20:53:26
CUST_000173,Frado Bora,user_173_33a796@example.synth,PH_33a796eb4b0a,PREMIUM,2025-11-18T13:11:05
CUST_000174,Michael Morar,user_174_8df5ad@example.synth,PH_8df5ad659fe9,STANDARD,2025-07-21T15:43:59
CUST_000175,Advay Yadav,user_175_704fdc@example.synth,PH_704fdc59a436,PREMIUM,2025-05-31T22:16:57
CUST_000176,Warhi Kalita,user_176_dd0967@example.synth,PH_dd09679b63be,STANDARD,2025-08-19T03:07:56
CUST_000177,Manan Aurora,user_177_b63013@example.synth,PH_b63013b739c8,STANDARD,2025-10-29T20:15:54
CUST_000178,Teerth Saran,user_178_8cf0ca@example.synth,PH_8cf0cab29745,STANDARD,2025-11-13T19:46:36
CUST_000179,Charan Chanda,user_179_75b918@example.synth,PH_75b91885a284,STANDARD,2025-12-02T23:24:51
CUST_000180,Vedika Agate,user_180_bcb618@example.synth,PH_bcb618b75837,STANDARD,2025-09-20T14:50:20
CUST_000181,Lakshmi Deo,user_181_88df41@example.synth,PH_88df4100a832,PREMIUM,2025-01-31T23:22:37
CUST_000182,Amaira Thaman,user_182_8b509f@example.synth,PH_8b509fd1b3b9,STANDARD,2025-01-15T05:12:38
CUST_000183,Bakhshi Wali,user_183_93dc63@example.synth,PH_93dc639e7367,STANDARD,2025-02-17T10:21:41
CUST_000184,Ucchal Dua,user_184_61d1b4@example.synth,PH_61d1b40f7105,STANDARD,2025-02-21T00:55:58
CUST_000185,Amrita Goyal,user_185_2042a6@example.synth,PH_2042a6e822de,STANDARD,2025-08-26T00:46:44
CUST_000186,Dayamai Kohli,user_186_34e7cd@example.synth,PH_34e7cdbc6f98,STANDARD,2025-11-03T14:22:18
CUST_000187,Amol Jha,user_187_811d1b@example.synth,PH_811d1b042f74,STANDARD,2025-03-21T15:30:58
CUST_000188,Rehaan Banerjee,user_188_a41aad@example.synth,PH_a41aaddab419,STANDARD,2025-08-08T02:13:13
CUST_000189,Jack Jhaveri,user_189_523efe@example.synth,PH_523efe0e2215,STANDARD,2025-01-18T19:54:57
CUST_000190,Azad Brahmbhatt,user_190_a17a75@example.synth,PH_a17a75e5e9eb,STANDARD,2025-06-13T13:39:43
CUST_000191,Eesha Raval,user_191_9fbf0d@example.synth,PH_9fbf0db0cdba,LOW_ACTIVITY,2025-01-29T15:31:45
CUST_000192,Bimala Dasgupta,user_192_a0d0b3@example.synth,PH_a0d0b304b4cc,STANDARD,2025-09-16T17:44:29
CUST_000193,Dayamai Chanda,user_193_4ebfa4@example.synth,PH_4ebfa4c3f73a,STANDARD,2025-01-21T16:35:27
CUST_000194,Benjamin Issac,user_194_b314fb@example.synth,PH_b314fbe40422,PREMIUM,2025-12-14T12:23:17
CUST_000195,Yashasvi Taneja,user_195_a02cb8@example.synth,PH_a02cb87f1663,STANDARD,2025-07-27T00:32:19
CUST_000196,Elijah Bhavsar,user_196_d2d111@example.synth,PH_d2d111464984,STANDARD,2025-07-07T08:26:08
CUST_000197,Pratyush Ganesan,user_197_e2178a@example.synth,PH_e2178aa74401,LOW_ACTIVITY,2025-07-20T19:41:11
CUST_000198,Barkha Golla,user_198_c530e1@example.synth,PH_c530e1abf4f1,PREMIUM,2025-08-04T16:13:20
CUST_000199,Raagini Prasad,user_199_a377c0@example.synth,PH_a377c08bdeb3,STANDARD,2025-06-21T16:41:12
CUST_000200,Oscar Ramachandran,user_200_5cf9b6@example.synth,PH_5cf9b64b003b,LOW_ACTIVITY,2025-09-29T21:39:46
CUST_000201,Ranveer Joshi,user_201_6dc130@example.synth,PH_6dc130e8ba3b,PREMIUM,2025-04-18T18:34:11
CUST_000202,Patrick Oak,user_202_62ab57@example.synth,PH_62ab570056ee,STANDARD,2025-06-15T09:48:06
CUST_000203,Champak Nagi,user_203_e2850e@example.synth,PH_e2850e1d181a,LOW_ACTIVITY,2025-06-20T03:53:49
CUST_000204,Aishani Kanda,user_204_ff09c1@example.synth,PH_ff09c16ebcef,STANDARD,2025-03-26T10:30:12
CUST_000205,Sanaya Batta,user_205_e282e5@example.synth,PH_e282e5f24e4b,STANDARD,2025-02-12T04:10:22
CUST_000206,Karan Kant,user_206_02c861@example.synth,PH_02c861bf454f,STANDARD,2025-09-10T03:19:36
CUST_000207,Henry Badami,user_207_4cd70a@example.synth,PH_4cd70a364e66,PREMIUM,2025-02-25T13:28:01
CUST_000208,Triya Nair,user_208_d72bec@example.synth,PH_d72bec455d6d,PREMIUM,2025-01-29T13:21:05
CUST_000209,Zaid Saraf,user_209_2ea91c@example.synth,PH_2ea91c5347ac,STANDARD,2025-05-05T11:12:21
CUST_000210,Simon Karan,user_210_e91623@example.synth,PH_e91623d1e8ef,STANDARD,2025-11-30T02:59:06
CUST_000211,Riya Goel,user_211_792be4@example.synth,PH_792be4ced2ef,STANDARD,2025-01-02T00:33:55
CUST_000212,Isaac Mital,user_212_4d6e7c@example.synth,PH_4d6e7c549a25,STANDARD,2025-02-08T12:16:56
CUST_000213,Dalbir Mody,user_213_2d8a29@example.synth,PH_2d8a2979c6c6,STANDARD,2025-04-12T06:56:33
CUST_000214,Rishi Parmer,user_214_42cce7@example.synth,PH_42cce7682965,STANDARD,2025-08-22T00:21:34
CUST_000215,Dipta Raj,user_215_2c8fd6@example.synth,PH_2c8fd60367b2,STANDARD,2025-08-05T18:12:46
CUST_000216,Indrajit Roy,user_216_e958e5@example.synth,PH_e958e5156d9d,STANDARD,2025-06-14T13:08:55
CUST_000217,Laban Shenoy,user_217_f12d04@example.synth,PH_f12d04f67839,STANDARD,2025-05-12T20:19:35
CUST_000218,Girish Kanda,user_218_5698f3@example.synth,PH_5698f3c2f5bb,STANDARD,2025-05-24T11:54:06
CUST_000219,Ayaan Wali,user_219_60313e@example.synth,PH_60313ecb9914,STANDARD,2025-03-21T20:05:01
CUST_000220,Netra Minhas,user_220_49c55d@example.synth,PH_49c55d875938,STANDARD,2025-08-24T01:22:28
CUST_000221,Harini Wable,user_221_556bf1@example.synth,PH_556bf11b04be,PREMIUM,2025-12-12T10:49:16
CUST_000222,Zilmil Magar,user_222_7b3c94@example.synth,PH_7b3c944af2ec,STANDARD,2025-04-24T11:23:01
CUST_000223,Janani Sura,user_223_268263@example.synth,PH_2682635bd6e4,PREMIUM,2025-06-24T11:26:39
CUST_000224,Parth Lanka,user_224_2058c4@example.synth,PH_2058c4de6afa,STANDARD,2025-05-28T15:03:54
